
YEAR,MO,DY,HR,QV2M,RH2M,PRECTOTCORR,PS
2022,1,23,22,15.08,78.69,0.0,97.68
2022,1,23,23,14.59,76.25,0.0,97.67
2022,1,24,0,14.4,75.62,0.0,97.63
2022,1,24,1,14.28,76.19,0.0,97.59
2022,1,24,2,13.98,76.06,0.0,97.56
2022,1,24,3,13.73,76.19,0.0,97.57
2022,1,24,4,13.55,77.56,0.0,97.6
2022,1,24,5,13.43,78.62,0.0,97.64
2022,1,24,6,13.55,76.81,0.0,97.71
2022,1,24,7,13.18,63.38,0.0,97.76
2022,1,24,8,12.94,54.44,0.0,97.8
2022,1,24,9,12.76,48.19,0.0,97.79
2022,1,24,10,12.7,44.12,0.0,97.72
2022,1,24,11,12.76,41.62,0.0,97.61
2022,1,24,12,12.7,39.88,0.0,97.5
2022,1,24,13,12.39,38.38,0.0,97.39
2022,1,24,14,12.08,38.12,0.0,97.33
2022,1,24,15,11.9,39.5,0.0,97.31
2022,1,24,16,12.39,44.25,0.0,97.34
2022,1,24,17,14.65,60.94,0.0,97.4
2022,1,24,18,15.32,70.06,0.0,97.48
2022,1,24,19,15.62,74.62,0.0,97.59
2022,1,24,20,15.62,76.12,0.0,97.66
2022,1,24,21,15.5,77.38,0.0,97.71
2022,1,24,22,15.32,78.5,0.0,97.7
2022,1,24,23,15.08,79.0,0.0,97.67
2022,1,25,0,14.89,80.06,0.0,97.64
2022,1,25,1,14.77,80.94,0.0,97.59
2022,1,25,2,14.71,81.25,0.0,97.56
2022,1,25,3,14.65,81.12,0.0,97.57
2022,1,25,4,14.53,81.06,0.0,97.62
2022,1,25,5,14.47,80.94,0.0,97.69
2022,1,25,6,14.59,80.56,0.0,97.77
2022,1,25,7,14.83,72.88,0.0,97.84
2022,1,25,8,14.34,63.0,0.0,97.89
2022,1,25,9,13.98,55.75,0.0,97.89
2022,1,25,10,13.79,50.31,0.0,97.82
2022,1,25,11,13.85,46.75,0.0,97.71
2022,1,25,12,14.1,45.69,0.0,97.59
2022,1,25,13,14.1,44.81,0.0,97.47
2022,1,25,14,14.04,44.75,0.0,97.38
2022,1,25,15,13.85,45.75,0.0,97.36
2022,1,25,16,14.04,49.62,0.0,97.4
2022,1,25,17,15.62,65.38,0.0,97.47
2022,1,25,18,16.17,75.31,0.0,97.55
2022,1,25,19,16.54,81.62,0.0,97.64
2022,1,25,20,16.72,85.81,0.0,97.7
2022,1,25,21,16.6,86.5,0.0,97.73
2022,1,25,22,16.36,85.88,0.0,97.71
2022,1,25,23,16.17,86.0,0.0,97.69
2022,1,26,0,16.11,88.12,0.0,97.67
2022,1,26,1,16.05,89.31,0.01,97.65
2022,1,26,2,16.05,89.69,0.01,97.64
2022,1,26,3,15.99,89.0,0.01,97.66
2022,1,26,4,15.87,88.25,0.01,97.7
2022,1,26,5,15.75,87.69,0.0,97.77
2022,1,26,6,15.81,86.19,0.0,97.84
2022,1,26,7,15.75,77.69,0.0,97.92
2022,1,26,8,15.2,66.44,0.0,97.98
2022,1,26,9,14.4,56.62,0.0,97.99
2022,1,26,10,13.92,50.25,0.0,97.91
2022,1,26,11,13.49,45.5,0.0,97.79
2022,1,26,12,13.24,42.44,0.0,97.66
2022,1,26,13,13.06,41.06,0.0,97.54
2022,1,26,14,12.94,41.0,0.0,97.45
2022,1,26,15,13.0,43.0,0.0,97.42
2022,1,26,16,13.67,48.5,0.0,97.46
2022,1,26,17,15.99,66.12,0.0,97.54
2022,1,26,18,16.3,73.56,0.0,97.63
2022,1,26,19,16.54,77.69,0.0,97.73
2022,1,26,20,16.54,80.25,0.01,97.8
2022,1,26,21,16.3,81.56,0.01,97.84
2022,1,26,22,16.05,82.75,0.01,97.84
2022,1,26,23,15.81,82.94,0.01,97.82
2022,1,27,0,15.5,82.38,0.01,97.78
2022,1,27,1,15.32,83.62,0.0,97.74
2022,1,27,2,15.2,85.0,0.0,97.71
2022,1,27,3,14.95,86.0,0.0,97.7
2022,1,27,4,14.65,86.31,0.0,97.74
2022,1,27,5,14.28,86.06,0.0,97.79
2022,1,27,6,14.28,82.81,0.0,97.87
2022,1,27,7,13.79,67.38,0.0,97.95
2022,1,27,8,12.94,54.5,0.0,98.0
2022,1,27,9,11.96,44.81,0.0,98.01
2022,1,27,10,11.41,39.06,0.0,97.93
2022,1,27,11,11.35,36.31,0.0,97.82
2022,1,27,12,11.6,35.62,0.0,97.71
2022,1,27,13,11.54,34.69,0.0,97.59
2022,1,27,14,11.47,34.5,0.0,97.52
2022,1,27,15,11.47,35.62,0.0,97.49
2022,1,27,16,12.02,40.25,0.0,97.51
2022,1,27,17,13.85,54.88,0.0,97.58
2022,1,27,18,14.59,63.06,0.0,97.68
2022,1,27,19,15.26,69.69,0.0,97.79
2022,1,27,20,15.38,73.0,0.0,97.87
2022,1,27,21,15.32,74.19,0.0,97.93
2022,1,27,22,15.01,74.19,0.0,97.93
2022,1,27,23,14.53,73.69,0.0,97.91
2022,1,28,0,14.22,73.94,0.0,97.88
2022,1,28,1,13.98,74.69,0.0,97.83
2022,1,28,2,13.85,75.94,0.0,97.79
2022,1,28,3,13.67,77.94,0.0,97.78
2022,1,28,4,13.43,78.75,0.0,97.8
2022,1,28,5,13.18,78.88,0.0,97.84
2022,1,28,6,13.24,76.06,0.0,97.89
2022,1,28,7,12.94,62.19,0.0,97.95
2022,1,28,8,12.7,52.25,0.0,97.99
2022,1,28,9,12.39,45.88,0.0,97.97
2022,1,28,10,12.33,42.12,0.0,97.91
2022,1,28,11,12.82,41.25,0.0,97.8
2022,1,28,12,13.18,41.19,0.0,97.68
2022,1,28,13,13.18,40.81,0.0,97.57
2022,1,28,14,13.12,41.88,0.0,97.5
2022,1,28,15,13.0,43.44,0.0,97.49
2022,1,28,16,13.24,47.19,0.0,97.52
2022,1,28,17,14.47,56.88,0.0,97.58
2022,1,28,18,15.87,68.25,0.01,97.67
2022,1,28,19,15.87,72.19,0.0,97.78
2022,1,28,20,15.5,72.56,0.0,97.86
2022,1,28,21,15.08,72.62,0.01,97.89
2022,1,28,22,14.47,70.75,0.01,97.88
2022,1,28,23,14.04,70.06,0.01,97.87
2022,1,29,0,13.61,69.75,0.01,97.83
2022,1,29,1,13.31,71.12,0.01,97.79
2022,1,29,2,13.06,72.25,0.01,97.76
2022,1,29,3,12.94,74.38,0.01,97.76
2022,1,29,4,12.82,75.94,0.0,97.8
2022,1,29,5,12.57,76.44,0.0,97.84
2022,1,29,6,12.45,73.75,0.0,97.92
2022,1,29,7,11.78,59.69,0.0,97.99
2022,1,29,8,10.74,45.94,0.0,98.04
2022,1,29,9,10.44,39.38,0.0,98.05
2022,1,29,10,10.5,36.38,0.0,97.99
2022,1,29,11,10.8,35.31,0.0,97.88
2022,1,29,12,11.35,35.94,0.0,97.74
2022,1,29,13,11.35,35.44,0.01,97.62
2022,1,29,14,11.23,35.5,0.02,97.54
2022,1,29,15,11.17,36.56,0.03,97.5
2022,1,29,16,11.84,41.5,0.02,97.53
2022,1,29,17,14.04,58.62,0.02,97.6
2022,1,29,18,14.34,65.69,0.01,97.69
2022,1,29,19,14.53,69.75,0.0,97.8
2022,1,29,20,14.71,73.19,0.0,97.87
2022,1,29,21,14.53,74.25,0.01,97.88
2022,1,29,22,14.16,72.75,0.02,97.87
2022,1,29,23,14.16,73.31,0.04,97.84
2022,1,30,0,14.04,74.12,0.07,97.82
2022,1,30,1,13.92,74.19,0.07,97.79
2022,1,30,2,13.49,72.44,0.04,97.75
2022,1,30,3,13.06,70.56,0.01,97.76
2022,1,30,4,12.63,69.5,0.0,97.8
2022,1,30,5,12.27,69.12,0.0,97.87
2022,1,30,6,12.08,67.75,0.0,97.95
2022,1,30,7,11.9,59.62,0.0,98.03
2022,1,30,8,11.6,51.56,0.0,98.09
2022,1,30,9,11.47,46.06,0.0,98.08
2022,1,30,10,11.54,42.38,0.0,98.01
2022,1,30,11,11.66,40.06,0.0,97.89
2022,1,30,12,11.9,39.0,0.0,97.76
2022,1,30,13,11.96,38.56,0.0,97.64
2022,1,30,14,11.96,38.88,0.0,97.56
2022,1,30,15,11.96,40.62,0.0,97.55
2022,1,30,16,12.08,44.56,0.0,97.61
2022,1,30,17,12.51,53.75,0.0,97.7
2022,1,30,18,12.02,57.56,0.0,97.81
2022,1,30,19,11.78,60.62,0.0,97.92
2022,1,30,20,11.66,63.5,0.0,97.98
2022,1,30,21,11.54,65.56,0.0,98.0
2022,1,30,22,11.41,67.12,0.0,97.99
2022,1,30,23,11.29,68.38,0.0,97.95
2022,1,31,0,11.11,69.06,0.0,97.91
2022,1,31,1,10.99,69.94,0.0,97.85
2022,1,31,2,10.86,70.31,0.0,97.81
2022,1,31,3,10.8,70.75,0.0,97.8
2022,1,31,4,10.74,71.06,0.0,97.83
2022,1,31,5,10.68,71.75,0.0,97.88
2022,1,31,6,10.68,69.44,0.0,97.94
2022,1,31,7,10.44,58.5,0.0,98.0
2022,1,31,8,10.19,49.0,0.0,98.04
2022,1,31,9,10.13,41.31,0.0,98.02
2022,1,31,10,10.31,37.56,0.0,97.92
2022,1,31,11,10.56,35.56,0.0,97.79
2022,1,31,12,10.93,35.06,0.0,97.66
2022,1,31,13,11.17,35.56,0.0,97.54
2022,1,31,14,11.23,36.31,0.0,97.47
2022,1,31,15,11.29,38.19,0.0,97.45
2022,1,31,16,11.66,43.0,0.0,97.48
2022,1,31,17,13.55,58.06,0.0,97.53
2022,1,31,18,14.28,68.0,0.0,97.61
2022,1,31,19,14.65,73.75,0.0,97.71
2022,1,31,20,14.71,76.62,0.0,97.77
2022,1,31,21,14.65,78.06,0.0,97.8
2022,1,31,22,14.59,78.94,0.0,97.79
2022,1,31,23,14.59,79.12,0.01,97.76
2022,2,1,0,14.53,80.31,0.02,97.71
2022,2,1,1,14.47,82.81,0.08,97.65
2022,2,1,2,14.47,84.88,0.1,97.61
2022,2,1,3,14.4,85.81,0.06,97.6
2022,2,1,4,14.34,85.94,0.02,97.63
2022,2,1,5,14.28,85.94,0.0,97.7
2022,2,1,6,14.34,83.69,0.0,97.76
2022,2,1,7,14.47,75.38,0.0,97.82
2022,2,1,8,13.92,64.12,0.0,97.85
2022,2,1,9,13.61,56.19,0.0,97.82
2022,2,1,10,13.43,50.62,0.0,97.74
2022,2,1,11,13.12,46.19,0.0,97.63
2022,2,1,12,12.94,43.38,0.0,97.53
2022,2,1,13,12.76,41.81,0.0,97.43
2022,2,1,14,12.7,41.88,0.0,97.35
2022,2,1,15,12.57,42.88,0.0,97.32
2022,2,1,16,12.57,45.44,0.0,97.35
2022,2,1,17,14.47,61.06,0.0,97.39
2022,2,1,18,15.08,71.31,0.32,97.45
2022,2,1,19,15.75,78.81,0.39,97.52
2022,2,1,20,16.17,84.5,0.22,97.58
2022,2,1,21,16.3,87.44,0.95,97.63
2022,2,1,22,16.17,87.94,1.77,97.64
2022,2,1,23,16.05,88.12,2.7,97.62
2022,2,2,0,15.93,87.88,5.91,97.6
2022,2,2,1,15.75,88.31,8.85,97.56
2022,2,2,2,15.5,89.56,5.58,97.53
2022,2,2,3,15.32,90.0,2.81,97.52
2022,2,2,4,15.14,89.88,1.76,97.53
2022,2,2,5,14.95,89.75,1.92,97.58
2022,2,2,6,15.56,90.56,3.17,97.64
2022,2,2,7,16.42,86.0,6.03,97.71
2022,2,2,8,16.11,77.38,5.93,97.78
2022,2,2,9,16.11,72.25,5.17,97.8
2022,2,2,10,16.24,69.0,5.68,97.76
2022,2,2,11,16.3,66.88,7.73,97.67
2022,2,2,12,16.3,65.5,8.55,97.58
2022,2,2,13,16.3,65.0,11.0,97.47
2022,2,2,14,16.24,65.31,7.49,97.4
2022,2,2,15,16.3,67.0,6.19,97.38
2022,2,2,16,16.91,73.06,3.54,97.41
2022,2,2,17,17.15,82.5,0.35,97.45
2022,2,2,18,16.78,87.81,0.0,97.49
2022,2,2,19,16.54,89.62,0.0,97.56
2022,2,2,20,16.36,90.94,0.0,97.62
2022,2,2,21,16.17,91.44,0.0,97.67
2022,2,2,22,15.99,90.31,0.0,97.67
2022,2,2,23,15.81,88.62,0.01,97.67
2022,2,3,0,15.69,87.19,0.19,97.65
2022,2,3,1,15.56,88.44,0.46,97.62
2022,2,3,2,15.56,89.25,0.46,97.61
2022,2,3,3,15.69,89.44,0.38,97.63
2022,2,3,4,15.69,89.69,0.4,97.67
2022,2,3,5,15.62,91.06,0.35,97.72
2022,2,3,6,16.05,91.44,0.38,97.78
2022,2,3,7,16.72,85.0,0.81,97.85
2022,2,3,8,16.24,75.19,0.48,97.92
2022,2,3,9,15.99,68.81,0.17,97.94
2022,2,3,10,15.81,64.44,0.05,97.9
2022,2,3,11,15.56,60.69,0.02,97.82
2022,2,3,12,15.32,58.38,0.01,97.73
2022,2,3,13,15.2,57.5,0.0,97.62
2022,2,3,14,15.2,57.88,0.0,97.54
2022,2,3,15,15.26,59.81,0.0,97.52
2022,2,3,16,15.93,66.19,0.0,97.54
2022,2,3,17,16.72,78.69,0.0,97.58
2022,2,3,18,16.3,84.38,0.0,97.63
2022,2,3,19,16.11,87.12,0.0,97.71
2022,2,3,20,15.93,88.88,0.0,97.79
2022,2,3,21,15.69,89.25,0.0,97.84
2022,2,3,22,15.38,88.44,0.0,97.85
2022,2,3,23,15.08,87.06,0.0,97.84
2022,2,4,0,14.77,86.31,0.01,97.8
2022,2,4,1,14.53,86.25,0.05,97.76
2022,2,4,2,14.28,86.31,0.12,97.74
2022,2,4,3,14.1,86.12,0.09,97.74
2022,2,4,4,13.92,85.56,0.07,97.79
2022,2,4,5,13.73,84.94,0.04,97.87
2022,2,4,6,14.34,84.62,0.01,97.95
2022,2,4,7,14.59,74.12,0.01,98.0
2022,2,4,8,15.26,68.62,0.14,98.05
2022,2,4,9,15.5,64.25,0.24,98.05
2022,2,4,10,15.5,60.25,0.19,98.01
2022,2,4,11,15.26,56.62,0.37,97.92
2022,2,4,12,15.38,55.25,0.33,97.82
2022,2,4,13,15.62,55.19,0.19,97.72
2022,2,4,14,15.62,55.56,0.06,97.64
2022,2,4,15,15.81,57.31,0.14,97.6
2022,2,4,16,16.36,62.38,0.11,97.63
2022,2,4,17,17.82,76.62,0.1,97.69
2022,2,4,18,17.94,82.81,0.02,97.78
2022,2,4,19,17.88,85.38,0.07,97.87
2022,2,4,20,17.76,87.0,0.11,97.96
2022,2,4,21,17.46,87.5,0.08,97.99
2022,2,4,22,16.91,87.0,0.06,97.98
2022,2,4,23,16.3,85.88,0.05,97.95
2022,2,5,0,15.81,85.25,0.03,97.92
2022,2,5,1,15.44,85.38,0.02,97.87
2022,2,5,2,15.26,85.75,0.02,97.84
2022,2,5,3,15.01,86.44,0.02,97.83
2022,2,5,4,14.65,87.12,0.02,97.85
2022,2,5,5,14.34,87.69,0.01,97.9
2022,2,5,6,14.53,86.44,0.01,97.96
2022,2,5,7,14.59,76.31,0.0,98.02
2022,2,5,8,13.85,65.06,0.0,98.06
2022,2,5,9,13.37,56.12,0.0,98.07
2022,2,5,10,13.06,50.31,0.0,98.0
2022,2,5,11,13.18,47.88,0.0,97.9
2022,2,5,12,13.43,47.19,0.0,97.79
2022,2,5,13,13.55,46.81,0.0,97.69
2022,2,5,14,13.67,47.75,0.0,97.6
2022,2,5,15,14.1,51.38,0.0,97.56
2022,2,5,16,14.47,57.19,0.0,97.6
2022,2,5,17,14.65,67.81,0.01,97.67
2022,2,5,18,13.92,69.56,0.0,97.76
2022,2,5,19,13.79,72.44,0.0,97.83
2022,2,5,20,13.79,75.5,0.0,97.88
2022,2,5,21,13.61,77.38,0.0,97.91
2022,2,5,22,13.43,78.38,0.0,97.89
2022,2,5,23,13.18,79.44,0.0,97.86
2022,2,6,0,13.0,80.5,0.0,97.82
2022,2,6,1,12.76,81.06,0.0,97.78
2022,2,6,2,12.45,80.25,0.0,97.73
2022,2,6,3,12.27,80.69,0.0,97.72
2022,2,6,4,12.15,81.12,0.0,97.74
2022,2,6,5,12.02,81.19,0.0,97.79
2022,2,6,6,12.21,79.0,0.0,97.85
2022,2,6,7,12.27,68.56,0.0,97.91
2022,2,6,8,12.45,61.06,0.0,97.94
2022,2,6,9,12.94,56.31,0.0,97.94
2022,2,6,10,13.43,53.25,0.0,97.88
2022,2,6,11,13.73,51.0,0.0,97.77
2022,2,6,12,14.1,50.31,0.01,97.65
2022,2,6,13,14.59,51.06,0.02,97.55
2022,2,6,14,14.4,50.56,0.02,97.47
2022,2,6,15,14.95,54.88,0.02,97.45
2022,2,6,16,15.81,61.06,0.02,97.48
2022,2,6,17,16.72,71.62,0.03,97.54
2022,2,6,18,16.91,78.19,0.17,97.61
2022,2,6,19,16.97,81.94,0.24,97.71
2022,2,6,20,16.85,84.25,0.25,97.79
2022,2,6,21,16.48,85.25,0.19,97.83
2022,2,6,22,15.87,85.06,0.1,97.84
2022,2,6,23,15.2,84.75,0.05,97.83
2022,2,7,0,14.65,84.62,0.01,97.78
2022,2,7,1,14.16,83.88,0.0,97.74
2022,2,7,2,13.73,83.56,0.0,97.71
2022,2,7,3,13.55,84.44,0.0,97.69
2022,2,7,4,13.24,84.69,0.0,97.72
2022,2,7,5,13.0,85.0,0.0,97.78
2022,2,7,6,13.24,83.5,0.0,97.84
2022,2,7,7,13.12,72.94,0.0,97.9
2022,2,7,8,12.63,62.69,0.0,97.94
2022,2,7,9,12.21,54.25,0.0,97.96
2022,2,7,10,11.9,48.31,0.0,97.92
2022,2,7,11,11.72,44.38,0.0,97.82
2022,2,7,12,11.6,41.81,0.0,97.72
2022,2,7,13,11.54,40.31,0.0,97.61
2022,2,7,14,12.02,42.19,0.0,97.52
2022,2,7,15,12.15,43.56,0.0,97.48
2022,2,7,16,12.45,46.62,0.0,97.49
2022,2,7,17,13.85,61.06,0.0,97.53
2022,2,7,18,13.98,71.12,0.0,97.59
2022,2,7,19,14.04,76.31,0.0,97.66
2022,2,7,20,14.04,79.69,0.0,97.73
2022,2,7,21,13.92,81.69,0.0,97.78
2022,2,7,22,13.55,82.25,0.0,97.8
2022,2,7,23,13.12,81.94,0.01,97.81
2022,2,8,0,12.7,81.31,0.01,97.78
2022,2,8,1,12.39,81.0,0.01,97.75
2022,2,8,2,12.21,81.0,0.01,97.71
2022,2,8,3,12.08,80.94,0.01,97.7
2022,2,8,4,11.96,81.06,0.01,97.72
2022,2,8,5,11.96,81.56,0.01,97.78
2022,2,8,6,12.33,80.0,0.01,97.86
2022,2,8,7,12.51,68.88,0.0,97.92
2022,2,8,8,12.51,59.12,0.0,97.99
2022,2,8,9,12.63,53.88,0.0,98.01
2022,2,8,10,12.45,49.75,0.0,97.97
2022,2,8,11,12.21,46.12,0.0,97.86
2022,2,8,12,11.96,43.56,0.0,97.74
2022,2,8,13,11.72,41.81,0.0,97.62
2022,2,8,14,11.6,41.5,0.0,97.54
2022,2,8,15,11.72,42.88,0.0,97.51
2022,2,8,16,12.39,47.56,0.0,97.51
2022,2,8,17,13.61,62.31,0.0,97.54
2022,2,8,18,12.76,65.5,0.0,97.61
2022,2,8,19,12.39,66.75,0.0,97.7
2022,2,8,20,12.15,67.94,0.0,97.76
2022,2,8,21,11.96,70.25,0.0,97.79
2022,2,8,22,11.84,73.31,0.0,97.79
2022,2,8,23,11.84,76.81,0.0,97.76
2022,2,9,0,11.78,79.38,0.0,97.71
2022,2,9,1,11.66,80.25,0.0,97.66
2022,2,9,2,11.41,79.19,0.0,97.63
2022,2,9,3,11.29,79.0,0.0,97.62
2022,2,9,4,11.35,80.0,0.0,97.66
2022,2,9,5,11.41,81.94,0.0,97.72
2022,2,9,6,11.66,79.94,0.0,97.78
2022,2,9,7,11.96,69.38,0.0,97.84
2022,2,9,8,12.39,58.56,0.0,97.89
2022,2,9,9,12.57,51.75,0.0,97.89
2022,2,9,10,12.7,47.69,0.0,97.81
2022,2,9,11,12.82,45.25,0.0,97.68
2022,2,9,12,13.55,46.19,0.0,97.54
2022,2,9,13,13.37,44.44,0.01,97.42
2022,2,9,14,13.06,43.25,0.01,97.33
2022,2,9,15,13.43,45.75,0.01,97.32
2022,2,9,16,14.71,53.88,0.01,97.36
2022,2,9,17,16.17,68.81,0.01,97.44
2022,2,9,18,15.5,71.94,0.0,97.55
2022,2,9,19,15.14,73.0,0.0,97.66
2022,2,9,20,14.71,74.19,0.01,97.74
2022,2,9,21,14.34,76.69,0.01,97.77
2022,2,9,22,13.92,77.31,0.01,97.76
2022,2,9,23,13.61,78.69,0.01,97.74
2022,2,10,0,13.43,79.62,0.0,97.7
2022,2,10,1,13.31,80.62,0.0,97.66
2022,2,10,2,13.18,81.5,0.0,97.64
2022,2,10,3,13.0,81.69,0.0,97.65
2022,2,10,4,12.76,82.0,0.0,97.67
2022,2,10,5,12.63,82.38,0.0,97.7
2022,2,10,6,12.7,78.88,0.0,97.73
2022,2,10,7,12.76,68.31,0.0,97.77
2022,2,10,8,13.0,59.56,0.0,97.79
2022,2,10,9,13.12,53.0,0.0,97.8
2022,2,10,10,13.43,49.5,0.0,97.73
2022,2,10,11,14.16,49.12,0.0,97.62
2022,2,10,12,14.16,47.0,0.0,97.51
2022,2,10,13,14.4,47.0,0.0,97.39
2022,2,10,14,14.95,49.69,0.0,97.31
2022,2,10,15,14.95,51.75,0.0,97.29
2022,2,10,16,15.01,54.94,0.0,97.31
2022,2,10,17,16.05,65.0,0.0,97.38
2022,2,10,18,16.97,75.12,0.02,97.46
2022,2,10,19,17.09,80.75,0.08,97.56
2022,2,10,20,17.03,83.31,0.17,97.63
2022,2,10,21,16.72,83.94,0.19,97.66
2022,2,10,22,16.36,83.56,0.2,97.64
2022,2,10,23,15.87,82.19,0.24,97.61
2022,2,11,0,15.26,81.12,0.23,97.55
2022,2,11,1,14.95,81.19,0.17,97.5
2022,2,11,2,14.71,82.06,0.11,97.48
2022,2,11,3,14.53,83.0,0.08,97.5
2022,2,11,4,14.34,83.25,0.04,97.53
2022,2,11,5,14.04,83.31,0.02,97.59
2022,2,11,6,14.34,81.0,0.01,97.64
2022,2,11,7,14.16,68.75,0.01,97.68
2022,2,11,8,13.61,57.88,0.0,97.72
2022,2,11,9,13.43,51.69,0.0,97.74
2022,2,11,10,13.49,48.06,0.0,97.68
2022,2,11,11,13.79,46.31,0.0,97.57
2022,2,11,12,14.04,45.38,0.0,97.45
2022,2,11,13,13.79,43.56,0.0,97.34
2022,2,11,14,13.85,44.0,0.0,97.25
2022,2,11,15,13.85,45.06,0.0,97.21
2022,2,11,16,14.16,48.31,0.0,97.22
2022,2,11,17,15.87,61.06,0.0,97.26
2022,2,11,18,16.42,71.44,0.0,97.32
2022,2,11,19,16.36,76.5,0.0,97.42
2022,2,11,20,16.3,79.06,0.0,97.51
2022,2,11,21,16.17,79.81,0.02,97.56
2022,2,11,22,15.99,80.5,0.03,97.58
2022,2,11,23,15.81,81.62,0.03,97.58
2022,2,12,0,15.81,81.94,0.03,97.57
2022,2,12,1,15.81,82.12,0.03,97.54
2022,2,12,2,15.69,82.06,0.03,97.52
2022,2,12,3,15.5,82.5,0.03,97.54
2022,2,12,4,15.26,82.81,0.02,97.58
2022,2,12,5,15.01,83.69,0.02,97.64
2022,2,12,6,15.38,82.38,0.02,97.7
2022,2,12,7,15.2,71.06,0.01,97.76
2022,2,12,8,14.95,62.0,0.01,97.81
2022,2,12,9,14.77,55.56,0.0,97.81
2022,2,12,10,14.83,51.31,0.0,97.73
2022,2,12,11,15.14,49.19,0.0,97.61
2022,2,12,12,14.89,46.12,0.0,97.48
2022,2,12,13,14.4,43.12,0.0,97.36
2022,2,12,14,14.22,42.44,0.0,97.29
2022,2,12,15,14.34,44.19,0.01,97.26
2022,2,12,16,14.95,48.69,0.0,97.28
2022,2,12,17,16.3,60.06,0.0,97.33
2022,2,12,18,16.11,65.19,0.03,97.4
2022,2,12,19,16.85,73.75,0.06,97.51
2022,2,12,20,17.33,81.19,0.1,97.61
2022,2,12,21,17.33,84.25,0.16,97.68
2022,2,12,22,17.09,85.12,0.16,97.71
2022,2,12,23,16.85,85.56,0.17,97.7
2022,2,13,0,16.66,84.38,0.18,97.65
2022,2,13,1,16.36,83.19,0.17,97.59
2022,2,13,2,15.99,82.75,0.14,97.55
2022,2,13,3,15.69,83.31,0.13,97.56
2022,2,13,4,15.38,83.19,0.11,97.59
2022,2,13,5,15.14,83.38,0.11,97.67
2022,2,13,6,15.62,82.31,0.1,97.75
2022,2,13,7,15.32,70.56,0.07,97.81
2022,2,13,8,14.77,60.0,0.03,97.85
2022,2,13,9,14.53,53.19,0.02,97.83
2022,2,13,10,14.65,49.44,0.01,97.76
2022,2,13,11,14.71,46.81,0.01,97.64
2022,2,13,12,14.34,43.81,0.01,97.52
2022,2,13,13,13.92,41.81,0.01,97.43
2022,2,13,14,13.67,41.44,0.01,97.35
2022,2,13,15,13.73,43.5,0.01,97.34
2022,2,13,16,13.98,47.69,0.01,97.4
2022,2,13,17,15.01,59.56,0.01,97.5
2022,2,13,18,15.2,67.81,0.22,97.63
2022,2,13,19,14.95,71.81,0.17,97.74
2022,2,13,20,14.77,74.19,0.15,97.82
2022,2,13,21,14.4,75.25,0.11,97.86
2022,2,13,22,13.98,75.44,0.08,97.86
2022,2,13,23,13.67,76.5,0.06,97.83
2022,2,14,0,13.49,79.06,0.06,97.77
2022,2,14,1,13.37,81.25,0.06,97.72
2022,2,14,2,13.37,82.38,0.11,97.7
2022,2,14,3,13.43,83.0,0.48,97.71
2022,2,14,4,13.55,83.88,0.46,97.74
2022,2,14,5,13.55,84.69,0.38,97.81
2022,2,14,6,13.85,83.75,0.43,97.87
2022,2,14,7,14.34,76.0,0.51,97.94
2022,2,14,8,14.28,64.19,0.55,97.99
2022,2,14,9,14.04,55.38,0.66,97.99
2022,2,14,10,14.04,50.94,0.9,97.92
2022,2,14,11,14.04,49.0,1.09,97.81
2022,2,14,12,14.16,48.31,1.18,97.69
2022,2,14,13,14.28,48.69,1.21,97.58
2022,2,14,14,14.34,50.12,1.45,97.51
2022,2,14,15,14.65,53.38,1.07,97.5
2022,2,14,16,15.2,60.38,0.62,97.56
2022,2,14,17,15.56,71.69,0.37,97.65
2022,2,14,18,14.95,75.81,0.01,97.75
2022,2,14,19,14.59,77.94,0.01,97.86
2022,2,14,20,14.34,80.69,0.01,97.95
2022,2,14,21,14.04,82.19,0.01,97.99
2022,2,14,22,13.79,83.12,0.0,97.98
2022,2,14,23,13.61,83.94,0.01,97.93
2022,2,15,0,13.43,84.81,0.01,97.87
2022,2,15,1,13.31,85.81,0.01,97.8
2022,2,15,2,13.06,85.44,0.0,97.76
2022,2,15,3,13.0,85.81,0.0,97.75
2022,2,15,4,12.82,86.44,0.01,97.79
2022,2,15,5,12.57,87.06,0.0,97.87
2022,2,15,6,12.82,83.69,0.0,97.97
2022,2,15,7,12.82,71.0,0.01,98.06
2022,2,15,8,12.39,59.94,0.01,98.11
2022,2,15,9,11.96,51.44,0.01,98.12
2022,2,15,10,11.66,45.88,0.01,98.06
2022,2,15,11,11.6,42.69,0.01,97.94
2022,2,15,12,11.84,41.5,0.01,97.8
2022,2,15,13,12.21,41.88,0.02,97.68
2022,2,15,14,12.51,42.94,0.02,97.58
2022,2,15,15,12.76,44.94,0.02,97.54
2022,2,15,16,13.49,50.5,0.01,97.55
2022,2,15,17,15.14,66.19,0.01,97.61
2022,2,15,18,14.89,71.69,0.0,97.7
2022,2,15,19,14.59,72.5,0.0,97.79
2022,2,15,20,14.34,73.88,0.0,97.88
2022,2,15,21,14.34,76.75,0.0,97.94
2022,2,15,22,14.28,79.12,0.0,97.96
2022,2,15,23,14.16,81.31,0.0,97.95
2022,2,16,0,14.04,82.88,0.0,97.9
2022,2,16,1,13.73,83.44,0.0,97.85
2022,2,16,2,13.31,83.19,0.0,97.81
2022,2,16,3,12.82,82.81,0.0,97.8
